run,step,image_index,output_key,identity,prompt,id_sim,mask_iou,face_count
PM0,0,36,Reading pa_jensen.png,jensen,"Reading paper man img, park bench, calm face, grey overcoat",0.7034577131271362,0.8720248181652285,1.0
PM0,0,37,Rushing ma_jensen.png,jensen,"Rushing man img portrait, subway platform, anxious face, swinging briefcase",0.687419056892395,0.8373885195912066,1.0
PM0,0,38,Skiing man_jensen.png,jensen,"Skiing man img, snowy slope, fearless grin, orange goggles",0.4862791895866394,0.7715870997572535,1.0
PM0,0,39,Drumming m_jensen.png,jensen,"Drumming man img, rock concert in rain, passionate angry face, black t-shirt",0.6630605459213257,0.8738730596289852,1.0
PM0,0,40,Kickboxing_jensen.png,jensen,"Kickboxing man img, gym ring, fierce roar face, sweatband",0.5750809907913208,0.8095619998906367,1.0
PM0,0,41,Dancing ma_jensen.png,jensen,"Dancing man img, neon club, euphoric face, silver jumpsuit",0.492095023393631,0.796364271980423,1.0
PM0,0,42,Angry man _jensen.png,jensen,"Angry man img, traffic jam, scowling face, dark suit",0.6200634241104126,0.8883416561488229,1.0
PM0,0,43,Crying man_jensen.png,jensen,"Crying man img, stormy alley, tearful face, ripped jeans",0.658587634563446,0.8011949720985289,1.0
PM0,0,44,Laughing m_jensen.png,jensen,"Laughing man img, carnival wheel, carefree laugh, polka-dot shirt",0.651931643486023,0.8942259519038076,1.0
PM0,0,45,Jumping ma_jensen.png,jensen,"Jumping man img, beach sunset, ecstatic face, blue tank top",0.5405723452568054,0.8600895115781281,1.0
PM0,0,46,Night-ride_jensen.png,jensen,"Night-ride biker man img, neon city, excited face, reflective vest",0.47840744256973267,0.9280218100285365,1.0
PM0,0,47,Chef man i_jensen.png,jensen,"Chef man img, bustling kitchen, proud grin, tall white toque",0.5365877747535706,0.8648335745296671,2.0
PM0,0,48,Reading pa_jisoo.png,jisoo,"Reading paper woman img, park bench, calm face, grey overcoat",0.6636692881584167,0.8979312277206145,1.0
PM0,0,49,Rushing wo_jisoo.png,jisoo,"Rushing woman img portrait, subway platform, anxious face, swinging briefcase",0.6594105362892151,0.8368098159509203,2.0
PM0,0,50,Skiing wom_jisoo.png,jisoo,"Skiing woman img, snowy slope, fearless grin, orange goggles",0.6009255647659302,0.9294107114881046,1.0
PM0,0,51,Drumming w_jisoo.png,jisoo,"Drumming woman img, rock concert in rain, passionate angry face, black t-shirt",0.6193797588348389,0.8599890455976996,2.0
PM0,0,52,Kickboxing_jisoo.png,jisoo,"Kickboxing woman img, gym ring, fierce roar face, sweatband",0.6730961203575134,0.8887961452365596,1.0
PM0,0,53,Dancing wo_jisoo.png,jisoo,"Dancing woman img, neon club, euphoric face, silver jumpsuit",0.522793710231781,0.9078688524590164,1.0
PM0,0,54,Angry woma_jisoo.png,jisoo,"Angry woman img, traffic jam, scowling face, dark suit",0.693059504032135,0.90059396387976,1.0
PM0,0,55,Crying wom_jisoo.png,jisoo,"Crying woman img, stormy alley, tearful face, ripped jeans",0.6539179086685181,0.8595112103508397,1.0
PM0,0,56,Laughing w_jisoo.png,jisoo,"Laughing woman img, carnival wheel, carefree laugh, polka-dot shirt",0.5785706639289856,0.8802083333333334,1.0
PM0,0,57,Jumping wo_jisoo.png,jisoo,"Jumping woman img, beach sunset, ecstatic face, blue tank top",0.48473596572875977,0.8985495568090249,1.0
PM0,0,58,Night-ride_jisoo.png,jisoo,"Night-ride biker woman img, neon city, excited face, reflective vest",0.66497403383255,0.884113584036838,1.0
PM0,0,59,Chef woman_jisoo.png,jisoo,"Chef woman img, bustling kitchen, proud grin, tall white toque",0.7287644147872925,0.8972879771822679,2.0
PM0,0,60,Reading pa_keanu.png,keanu,"Reading paper man img, park bench, calm face, grey overcoat",0.5957586765289307,0.8912603132256312,1.0
PM0,0,61,Rushing ma_keanu.png,keanu,"Rushing man img portrait, subway platform, anxious face, swinging briefcase",0.6552276015281677,0.8961502177537122,2.0
PM0,0,62,Skiing man_keanu.png,keanu,"Skiing man img, snowy slope, fearless grin, orange goggles",0.4015018045902252,0.7561719557287452,1.0
PM0,0,63,Drumming m_keanu.png,keanu,"Drumming man img, rock concert in rain, passionate angry face, black t-shirt",0.6095564365386963,0.8565681786655569,1.0
PM0,0,64,Kickboxing_keanu.png,keanu,"Kickboxing man img, gym ring, fierce roar face, sweatband",0.5500866174697876,0.8909159707019109,1.0
PM0,0,65,Dancing ma_keanu.png,keanu,"Dancing man img, neon club, euphoric face, silver jumpsuit",0.433503657579422,0.8224729449689155,1.0
PM0,0,66,Angry man _keanu.png,keanu,"Angry man img, traffic jam, scowling face, dark suit",0.6097842454910278,0.875766135479401,1.0
PM0,0,67,Crying man_keanu.png,keanu,"Crying man img, stormy alley, tearful face, ripped jeans",0.6151868104934692,0.7716268805067471,1.0
PM0,0,68,Laughing m_keanu.png,keanu,"Laughing man img, carnival wheel, carefree laugh, polka-dot shirt",0.5088990926742554,0.8599039879514292,1.0
PM0,0,69,Jumping ma_keanu.png,keanu,"Jumping man img, beach sunset, ecstatic face, blue tank top",0.3536025285720825,0.6950779390309453,1.0
PM0,0,70,Night-ride_keanu.png,keanu,"Night-ride biker man img, neon city, excited face, reflective vest",0.51972496509552,0.8552804198097737,1.0
PM0,0,71,Chef man i_keanu.png,keanu,"Chef man img, bustling kitchen, proud grin, tall white toque",0.5505295991897583,0.7827514005998528,2.0
PM0,0,72,Reading pa_lex.png,lex,"Reading paper man img, park bench, calm face, grey overcoat",0.49838513135910034,0.8734259818731118,1.0
PM0,0,73,Rushing ma_lex.png,lex,"Rushing man img portrait, subway platform, anxious face, swinging briefcase",0.5875988602638245,0.9335958718087995,1.0
PM0,0,74,Skiing man_lex.png,lex,"Skiing man img, snowy slope, fearless grin, orange goggles",0.39302030205726624,0.8283887288314243,1.0
PM0,0,75,Drumming m_lex.png,lex,"Drumming man img, rock concert in rain, passionate angry face, black t-shirt",0.4888283312320709,0.9518046456223943,1.0
PM0,0,76,Kickboxing_lex.png,lex,"Kickboxing man img, gym ring, fierce roar face, sweatband",0.5832672715187073,0.9033575317604355,1.0
PM0,0,77,Dancing ma_lex.png,lex,"Dancing man img, neon club, euphoric face, silver jumpsuit",0.301414430141449,0.8912261495151704,1.0
PM0,0,78,Angry man _lex.png,lex,"Angry man img, traffic jam, scowling face, dark suit",0.6029689908027649,0.9050823192555476,1.0
PM0,0,79,Crying man_lex.png,lex,"Crying man img, stormy alley, tearful face, ripped jeans",0.5143128037452698,0.888148667601683,1.0
PM0,0,80,Laughing m_lex.png,lex,"Laughing man img, carnival wheel, carefree laugh, polka-dot shirt",0.5581978559494019,0.9359904344360302,1.0
PM0,0,81,Jumping ma_lex.png,lex,"Jumping man img, beach sunset, ecstatic face, blue tank top",0.299343466758728,0.9227494388110535,1.0
PM0,0,82,Night-ride_lex.png,lex,"Night-ride biker man img, neon city, excited face, reflective vest",0.606451690196991,0.8784553555827364,1.0
PM0,0,83,Chef man i_lex.png,lex,"Chef man img, bustling kitchen, proud grin, tall white toque",0.2595035433769226,0.8530909090909091,2.0
PM0,0,84,Reading pa_marion.png,marion,"Reading paper woman img, park bench, calm face, grey overcoat",0.5469847321510315,0.85984713476694,1.0
PM0,0,85,Rushing wo_marion.png,marion,"Rushing woman img portrait, subway platform, anxious face, swinging briefcase",0.5441032648086548,0.9047608863033622,1.0
PM0,0,86,Skiing wom_marion.png,marion,"Skiing woman img, snowy slope, fearless grin, orange goggles",0.420246958732605,0.9113839425614741,1.0
PM0,0,87,Drumming w_marion.png,marion,"Drumming woman img, rock concert in rain, passionate angry face, black t-shirt",0.5780928134918213,0.9210772833723654,1.0
PM0,0,88,Kickboxing_marion.png,marion,"Kickboxing woman img, gym ring, fierce roar face, sweatband",0.5034130811691284,0.9015172801348693,1.0
PM0,0,89,Dancing wo_marion.png,marion,"Dancing woman img, neon club, euphoric face, silver jumpsuit",0.4751450717449188,0.8774193548387097,1.0
PM0,0,90,Angry woma_marion.png,marion,"Angry woman img, traffic jam, scowling face, dark suit",0.5514786243438721,0.9122422915526364,1.0
PM0,0,91,Crying wom_marion.png,marion,"Crying woman img, stormy alley, tearful face, ripped jeans",0.5780469179153442,0.7600133511348465,1.0
PM0,0,92,Laughing w_marion.png,marion,"Laughing woman img, carnival wheel, carefree laugh, polka-dot shirt",0.34422555565834045,0.8915596831466812,1.0
PM0,0,93,Jumping wo_marion.png,marion,"Jumping woman img, beach sunset, ecstatic face, blue tank top",0.32217171788215637,0.8665183537263627,1.0
PM0,0,94,Night-ride_marion.png,marion,"Night-ride biker woman img, neon city, excited face, reflective vest",0.5839118361473083,0.7595092228254553,1.0
PM0,0,95,Chef woman_marion.png,marion,"Chef woman img, bustling kitchen, proud grin, tall white toque",0.5871175527572632,0.8866074064355299,3.0
CL27,16000,0,Reading pa_eddie.png,eddie,"Reading paper man img, park bench, calm face, grey overcoat",0.6647815108299255,0.859545875810936,1.0
CL27,16000,1,Rushing ma_eddie.png,eddie,"Rushing man img portrait, subway platform, anxious face, swinging briefcase",0.6330103874206543,0.8250975900516584,1.0
CL27,16000,2,Skiing man_eddie.png,eddie,"Skiing man img, snowy slope, fearless grin, orange goggles",0.461208701133728,0.8867537585753904,1.0
CL27,16000,3,Drumming m_eddie.png,eddie,"Drumming man img, rock concert in rain, passionate angry face, black t-shirt",0.6060115694999695,0.9368076360342785,1.0
CL27,16000,4,Kickboxing_eddie.png,eddie,"Kickboxing man img, gym ring, fierce roar face, sweatband",0.6496163010597229,0.9073066738856412,1.0
CL27,16000,5,Dancing ma_eddie.png,eddie,"Dancing man img, neon club, euphoric face, silver jumpsuit",0.41495558619499207,0.44831880448318806,1.0
CL27,16000,6,Angry man _eddie.png,eddie,"Angry man img, traffic jam, scowling face, dark suit",0.5868722796440125,0.9112250404749056,1.0
CL27,16000,7,Crying man_eddie.png,eddie,"Crying man img, stormy alley, tearful face, ripped jeans",0.6128122210502625,0.9273159521356684,1.0
CL27,16000,8,Laughing m_eddie.png,eddie,"Laughing man img, carnival wheel, carefree laugh, polka-dot shirt",0.4800444543361664,0.8538911585930049,1.0
CL27,16000,9,Jumping ma_eddie.png,eddie,"Jumping man img, beach sunset, ecstatic face, blue tank top",0.33318689465522766,0.9458108536972389,1.0
CL27,16000,10,Night-ride_eddie.png,eddie,"Night-ride biker man img, neon city, excited face, reflective vest",0.6349056363105774,0.8425853785222699,1.0
CL27,16000,11,Chef man i_eddie.png,eddie,"Chef man img, bustling kitchen, proud grin, tall white toque",0.6068124175071716,0.9012304622547389,2.0
CL27,16000,12,Reading pa_elon.png,elon,"Reading paper man img, park bench, calm face, grey overcoat",0.6575918793678284,0.9648072020200789,1.0
CL27,16000,13,Rushing ma_elon.png,elon,"Rushing man img portrait, subway platform, anxious face, swinging briefcase",0.6562016010284424,0.961895389827975,1.0
CL27,16000,14,Skiing man_elon.png,elon,"Skiing man img, snowy slope, fearless grin, orange goggles",0.38489341735839844,0.9585827008592731,1.0
CL27,16000,15,Drumming m_elon.png,elon,"Drumming man img, rock concert in rain, passionate angry face, black t-shirt",0.5961872339248657,0.979858464888405,1.0
CL27,16000,16,Kickboxing_elon.png,elon,"Kickboxing man img, gym ring, fierce roar face, sweatband",0.5999470949172974,0.9358627325785304,1.0
CL27,16000,17,Dancing ma_elon.png,elon,"Dancing man img, neon club, euphoric face, silver jumpsuit",0.46525928378105164,0.8641304347826086,1.0
CL27,16000,18,Angry man _elon.png,elon,"Angry man img, traffic jam, scowling face, dark suit",0.6201322078704834,0.9425452139391266,1.0
CL27,16000,19,Crying man_elon.png,elon,"Crying man img, stormy alley, tearful face, ripped jeans",0.5684207677841187,0.9721131186174391,1.0
CL27,16000,20,Laughing m_elon.png,elon,"Laughing man img, carnival wheel, carefree laugh, polka-dot shirt",0.6024883389472961,0.9586561436536094,1.0
CL27,16000,21,Jumping ma_elon.png,elon,"Jumping man img, beach sunset, ecstatic face, blue tank top",0.4872300922870636,0.9188235294117647,1.0
CL27,16000,22,Night-ride_elon.png,elon,"Night-ride biker man img, neon city, excited face, reflective vest",0.6747898459434509,0.917902450827889,1.0
CL27,16000,23,Chef man i_elon.png,elon,"Chef man img, bustling kitchen, proud grin, tall white toque",0.6131205558776855,0.9053965245831487,2.0
CL27,16000,24,Reading pa_jennie.png,jennie,"Reading paper woman img, park bench, calm face, grey overcoat",0.6095638275146484,0.9087355872581591,1.0
CL27,16000,25,Rushing wo_jennie.png,jennie,"Rushing woman img portrait, subway platform, anxious face, swinging briefcase",0.6409643292427063,0.9615451238524164,1.0
CL27,16000,26,Skiing wom_jennie.png,jennie,"Skiing woman img, snowy slope, fearless grin, orange goggles",0.6442736387252808,0.9499403505551987,1.0
CL27,16000,27,Drumming w_jennie.png,jennie,"Drumming woman img, rock concert in rain, passionate angry face, black t-shirt",0.628193736076355,0.9253683536194747,1.0
CL27,16000,28,Kickboxing_jennie.png,jennie,"Kickboxing woman img, gym ring, fierce roar face, sweatband",0.6628699898719788,0.9726488433826318,1.0
CL27,16000,29,Dancing wo_jennie.png,jennie,"Dancing woman img, neon club, euphoric face, silver jumpsuit",0.46868449449539185,0.9432846850175504,1.0
CL27,16000,30,Angry woma_jennie.png,jennie,"Angry woman img, traffic jam, scowling face, dark suit",0.6607664823532104,0.9073085007408428,1.0
CL27,16000,31,Crying wom_jennie.png,jennie,"Crying woman img, stormy alley, tearful face, ripped jeans",0.6241850852966309,0.9622506731139073,1.0
CL27,16000,32,Laughing w_jennie.png,jennie,"Laughing woman img, carnival wheel, carefree laugh, polka-dot shirt",0.5281456112861633,0.9380647493158465,1.0
CL27,16000,33,Jumping wo_jennie.png,jennie,"Jumping woman img, beach sunset, ecstatic face, blue tank top",0.3743284344673157,0.9479446882816556,1.0
CL27,16000,34,Night-ride_jennie.png,jennie,"Night-ride biker woman img, neon city, excited face, reflective vest",0.6862385869026184,0.9665071770334929,1.0
CL27,16000,35,Chef woman_jennie.png,jennie,"Chef woman img, bustling kitchen, proud grin, tall white toque",0.5672631859779358,0.8935818151429049,2.0
CL27,16000,36,Reading pa_jensen.png,jensen,"Reading paper man img, park bench, calm face, grey overcoat",0.6357513070106506,0.9202571607510321,1.0
CL27,16000,37,Rushing ma_jensen.png,jensen,"Rushing man img portrait, subway platform, anxious face, swinging briefcase",0.6181626915931702,0.9656307559666105,1.0
CL27,16000,38,Skiing man_jensen.png,jensen,"Skiing man img, snowy slope, fearless grin, orange goggles",0.49349141120910645,0.9015610066900287,1.0
CL27,16000,39,Drumming m_jensen.png,jensen,"Drumming man img, rock concert in rain, passionate angry face, black t-shirt",0.5899142622947693,0.9442261022700428,1.0
CL27,16000,40,Kickboxing_jensen.png,jensen,"Kickboxing man img, gym ring, fierce roar face, sweatband",0.5167655944824219,0.937893262737876,1.0
CL27,16000,41,Dancing ma_jensen.png,jensen,"Dancing man img, neon club, euphoric face, silver jumpsuit",0.5589306354522705,0.8324972129319955,1.0
CL27,16000,42,Angry man _jensen.png,jensen,"Angry man img, traffic jam, scowling face, dark suit",0.6545684933662415,0.9063617782319877,1.0
CL27,16000,43,Crying man_jensen.png,jensen,"Crying man img, stormy alley, tearful face, ripped jeans",0.6877896189689636,0.9406933135596846,1.0
CL27,16000,44,Laughing m_jensen.png,jensen,"Laughing man img, carnival wheel, carefree laugh, polka-dot shirt",0.6718453764915466,0.8864537674806929,1.0
CL27,16000,45,Jumping ma_jensen.png,jensen,"Jumping man img, beach sunset, ecstatic face, blue tank top",0.5429539084434509,0.9378193146417445,1.0
CL27,16000,46,Night-ride_jensen.png,jensen,"Night-ride biker man img, neon city, excited face, reflective vest",0.5111387968063354,0.93346911065852,1.0
CL27,16000,47,Chef man i_jensen.png,jensen,"Chef man img, bustling kitchen, proud grin, tall white toque",0.5700648427009583,0.9044832468145352,2.0
CL27,16000,48,Reading pa_jisoo.png,jisoo,"Reading paper woman img, park bench, calm face, grey overcoat",0.6098963022232056,0.9360328638497653,1.0
CL27,16000,49,Rushing wo_jisoo.png,jisoo,"Rushing woman img portrait, subway platform, anxious face, swinging briefcase",0.6644420623779297,0.9442275212029857,2.0
CL27,16000,50,Skiing wom_jisoo.png,jisoo,"Skiing woman img, snowy slope, fearless grin, orange goggles",0.49301445484161377,0.9147129756863625,1.0
CL27,16000,51,Drumming w_jisoo.png,jisoo,"Drumming woman img, rock concert in rain, passionate angry face, black t-shirt",0.6114672422409058,0.9782151863267021,1.0
CL27,16000,52,Kickboxing_jisoo.png,jisoo,"Kickboxing woman img, gym ring, fierce roar face, sweatband",0.6037434339523315,0.9784615384615385,1.0
CL27,16000,53,Dancing wo_jisoo.png,jisoo,"Dancing woman img, neon club, euphoric face, silver jumpsuit",0.500248908996582,0.9357869000128684,1.0
CL27,16000,54,Angry woma_jisoo.png,jisoo,"Angry woman img, traffic jam, scowling face, dark suit",0.6016534566879272,0.9714446917217816,1.0
CL27,16000,55,Crying wom_jisoo.png,jisoo,"Crying woman img, stormy alley, tearful face, ripped jeans",0.580698549747467,0.8864145563174689,1.0
CL27,16000,56,Laughing w_jisoo.png,jisoo,"Laughing woman img, carnival wheel, carefree laugh, polka-dot shirt",0.5312824845314026,0.9385129920246977,1.0
CL27,16000,57,Jumping wo_jisoo.png,jisoo,"Jumping woman img, beach sunset, ecstatic face, blue tank top",0.39290764927864075,0.950963005732668,1.0
CL27,16000,58,Night-ride_jisoo.png,jisoo,"Night-ride biker woman img, neon city, excited face, reflective vest",0.5717408061027527,0.9460607452112306,1.0
CL27,16000,59,Chef woman_jisoo.png,jisoo,"Chef woman img, bustling kitchen, proud grin, tall white toque",0.5894080996513367,0.9053020311263519,2.0
CL27,16000,60,Reading pa_keanu.png,keanu,"Reading paper man img, park bench, calm face, grey overcoat",0.6031326651573181,0.9580898795354541,1.0
CL27,16000,61,Rushing ma_keanu.png,keanu,"Rushing man img portrait, subway platform, anxious face, swinging briefcase",0.6143971681594849,0.943891673524351,2.0
CL27,16000,62,Skiing man_keanu.png,keanu,"Skiing man img, snowy slope, fearless grin, orange goggles",0.41862940788269043,0.8500508152534134,1.0
CL27,16000,63,Drumming m_keanu.png,keanu,"Drumming man img, rock concert in rain, passionate angry face, black t-shirt",0.568780243396759,0.9457632519288982,1.0
CL27,16000,64,Kickboxing_keanu.png,keanu,"Kickboxing man img, gym ring, fierce roar face, sweatband",0.5736591815948486,0.9141452593783191,1.0
CL27,16000,65,Dancing ma_keanu.png,keanu,"Dancing man img, neon club, euphoric face, silver jumpsuit",0.3399723768234253,0.9178066575467396,1.0
CL27,16000,66,Angry man _keanu.png,keanu,"Angry man img, traffic jam, scowling face, dark suit",0.6485746502876282,0.9383020453908658,1.0
CL27,16000,67,Crying man_keanu.png,keanu,"Crying man img, stormy alley, tearful face, ripped jeans",0.5911112427711487,0.9362022158632328,1.0
CL27,16000,68,Laughing m_keanu.png,keanu,"Laughing man img, carnival wheel, carefree laugh, polka-dot shirt",0.509783923625946,0.9695124851367419,1.0
CL27,16000,69,Jumping ma_keanu.png,keanu,"Jumping man img, beach sunset, ecstatic face, blue tank top",0.34594717621803284,0.8917401764234162,1.0
CL27,16000,70,Night-ride_keanu.png,keanu,"Night-ride biker man img, neon city, excited face, reflective vest",0.5481634140014648,0.8851509412944191,1.0
CL27,16000,71,Chef man i_keanu.png,keanu,"Chef man img, bustling kitchen, proud grin, tall white toque",0.5908010005950928,0.9046625972325819,2.0
CL27,16000,72,Reading pa_lex.png,lex,"Reading paper man img, park bench, calm face, grey overcoat",0.533394455909729,0.9389684319475591,1.0
CL27,16000,73,Rushing ma_lex.png,lex,"Rushing man img portrait, subway platform, anxious face, swinging briefcase",0.6535890102386475,0.9661261462760009,2.0
CL27,16000,74,Skiing man_lex.png,lex,"Skiing man img, snowy slope, fearless grin, orange goggles",0.31586191058158875,0.9506292057940159,1.0
CL27,16000,75,Drumming m_lex.png,lex,"Drumming man img, rock concert in rain, passionate angry face, black t-shirt",0.46661898493766785,0.91951010293557,1.0
CL27,16000,76,Kickboxing_lex.png,lex,"Kickboxing man img, gym ring, fierce roar face, sweatband",0.5575424432754517,0.9705279067256828,1.0
CL27,16000,77,Dancing ma_lex.png,lex,"Dancing man img, neon club, euphoric face, silver jumpsuit",0.33375534415245056,0.8721666455616057,1.0
CL27,16000,78,Angry man _lex.png,lex,"Angry man img, traffic jam, scowling face, dark suit",0.5417050719261169,0.9616403656903278,1.0
CL27,16000,79,Crying man_lex.png,lex,"Crying man img, stormy alley, tearful face, ripped jeans",0.4280092418193817,0.9528039977790117,1.0
CL27,16000,80,Laughing m_lex.png,lex,"Laughing man img, carnival wheel, carefree laugh, polka-dot shirt",0.5593899488449097,0.9069064332097694,1.0
CL27,16000,81,Jumping ma_lex.png,lex,"Jumping man img, beach sunset, ecstatic face, blue tank top",0.3019261360168457,0.8919933277731443,1.0
CL27,16000,82,Night-ride_lex.png,lex,"Night-ride biker man img, neon city, excited face, reflective vest",0.6125169992446899,0.9408870270629696,1.0
CL27,16000,83,Chef man i_lex.png,lex,"Chef man img, bustling kitchen, proud grin, tall white toque",0.45009320974349976,0.919862310525998,3.0
CL27,16000,84,Reading pa_marion.png,marion,"Reading paper woman img, park bench, calm face, grey overcoat",0.5527521371841431,0.977450756711537,1.0
CL27,16000,85,Rushing wo_marion.png,marion,"Rushing woman img portrait, subway platform, anxious face, swinging briefcase",0.5979607105255127,0.9518612952575217,1.0
CL27,16000,86,Skiing wom_marion.png,marion,"Skiing woman img, snowy slope, fearless grin, orange goggles",0.25806528329849243,0.9087896062574572,1.0
CL27,16000,87,Drumming w_marion.png,marion,"Drumming woman img, rock concert in rain, passionate angry face, black t-shirt",0.5081137418746948,0.9170848692099303,1.0
CL27,16000,88,Kickboxing_marion.png,marion,"Kickboxing woman img, gym ring, fierce roar face, sweatband",0.5716469883918762,0.9374726205426244,1.0
CL27,16000,89,Dancing wo_marion.png,marion,"Dancing woman img, neon club, euphoric face, silver jumpsuit",0.45601293444633484,0.9309779463769048,1.0
CL27,16000,90,Angry woma_marion.png,marion,"Angry woman img, traffic jam, scowling face, dark suit",0.5191035270690918,0.8977659574468085,1.0
CL27,16000,91,Crying wom_marion.png,marion,"Crying woman img, stormy alley, tearful face, ripped jeans",0.5912089943885803,0.8970884453396814,1.0
CL27,16000,92,Laughing w_marion.png,marion,"Laughing woman img, carnival wheel, carefree laugh, polka-dot shirt",0.4093420207500458,0.9021023571883627,1.0
CL27,16000,93,Jumping wo_marion.png,marion,"Jumping woman img, beach sunset, ecstatic face, blue tank top",0.3779580891132355,0.9445023449713392,1.0
